sample_id,group_id
66733e0484e04fc89bd745865acb7424,c74db1cbdebb7e7543450066abff7ed3e6fe18e21e923b2187a777457e73349f
d00949ae3d79432faa66a3cc5861f53b,4c77ca2d7876c9755e2e0ff2c63a425e3cb916763773ec97b193c389ff06d1b3
a954183e350a42d280972135f60941a9,0b92a356b595b72885104f66110fc343d060702323aaf3ba9c91944eb7e167ea
9118c76647504264bd597b39b1550900,5ce41149ddc80547b507027d11d6f380fdd440857683738493c87b97a08f4c56
ec6105f455e44cf19310b18b94e0efaf,390f41a844772e468eb6cfdb97a67351d9026607dd22dfc5a7b9e2768a32d5a4
1db39e6362394444b565c008d1cee820,8cb8d55a098be3f310b793683979e13adf0b69d103b28077b1965fbaefef2370
1ed40d043201487399942563e3e97883,98ec5049794c6a9e8db5ead267dcef22020af4f654c7d9b0f33e39d4aa0e5f63
1a091dea55a74a9ca8f7a187539ae64e,477151c87b625cc919e5d1c32cb694c81275fe578719d2466bb49206b5cd6788
8cab167a90484df19f37da9c335d6e93,4c406fa681fea2f29a2e50b43550c58e224f94f5aca43ec4c467bfbb70fe3a6c
948d25b13a4240499ec6d210b9847b5e,c4fc0992af727a0cf85833299fcac820aa454db37dffc4aec9aadd0bca3801e7
c4d163e8f7374185a427479b023647d2,d5d82a7be84e968b6560cd68b4962d5be9986b7e46b0f01b0ed3e8eabc69e4b8
20cac7abd8e943198f883c5aa3c56ea9,ccd89baafa383668eed478166294112aad37b5e055a3593ff3d78cc44fff0703
69925a1440024c53a135f64e99cc1c9e,1ad0047181145c91024a57c29fe182e047339d560bb5148ef167a29a9151d2e0
789c77b3215d443a81046ab16dc60b8f,873df24e5b9550f65c34d1a460176f6da77d5af97ded88da6d3357f37c70ecc0
1509225bd4164ac1997e7a29ccc579ea,fb7ab36dd5705ad9ecdb50be05eca1aa5b3a29e12612909162f45cd72ebeacd1
4da29d1dedab4ce989ace6c145ec91cc,ca3aa955426b5ea726ab663793e747b08d6d722994925c0ef3cf4c5d809a8482
a234eedd3c6243bca83c13303aa05d8f,eed3f62f12e310689132f458caa7bd8da1fe3e8c9df11b63f07bd154ec161c5e
68159fec0b6249fd94f7edad6bdc6f35,ee81bab0a65fb00c464c181b1b59a39a2851993c7b19901329435fcc99268f5e
7d379fdd736645d78c565a0aeb4e129f,e112e5ba9d191c3dacb0566ce29a517b9db1a47f4f1f9ce3994f03b8e45df2aa
b12307f6c2ff4ab9959466d1ad47f1ec,c4fd50b93ccf664cb15210dcd9cdb8bc2d9ed736d52801a63b3f7313231663f9
29dbc84e40334f1a9ba8d5cdfa69106b,787989996ef5f75b4d3870209566d16268d7fe3bf30611863fa9bea0adf777a2
d059bf6b226440cfa43f1b40fb080614,25cf7917bb67997965e6e11bbe2484edfa27ec6e547c07c08dfd009f72910dd7
fec887ae266b40ab8a7dd7d5ee765f3d,85ce973914ce0c5e0cb0f738c3d31fd1b7ff88ae54025ee3b5a9aae9aaecb94a
3a09bc85f6c648c5ba356829ce2d4268,aea86eaa2e0812c8c62c5013e4c8a9d1cd0ae8870edfab8ceda27597e6dac76f
ecdb868ec63d473a8786fed2f97d4483,141653c16f0131ee905e40fa0e20661972cd55c269789b996bcde3343f912da9
df76b0c97ba54b1da20a23a08f895a20,d08fe67b3bcfc46d015f6423a545f3388bfa3d612d9a62ffde67ebb46478628a
264872c089ae43e8a23dfe47c983fe38,c7ed1b49a8f59b97153c02f7e88dcc532410f5c7d954dbefb7843f935ad2e896
c5e5c00cb5ff49ec9fc7240edb1f5716,9afec362fb1454b769a444249caf4739dbb2a98a936960bc8fb6a6409b934628
ea9dfe2f7d03493fa5deec007505e249,c99882f04edb87412b703d2254c7cbd6ff5a604737fe7a91a660ff8bd02e8abb
817069f0066f4871a95cbfad7377d310,33277b90d2bc04d756867da7368fe6525e7a54b4361d852c555b216b5338116a
bdfba1de0eaa4f55ab5093643ef8b02a,0dd1ac66ed4f3ef1e7182304e88ecd55b3f83bba3d0c8187d90398fbd8ac4983
c062a86a8484426683a703db0166fdb4,fcfb1587b2b28434e1826c4a363f376a2fcf0a8c42025b899e5e0142d1affc35
f9f808f6dc7d4ae2823642557c40013b,238af02a50e672b4976c702d4498513210e2c46d9aedf7bc81ce7b3158c0b565
a7f101c38b434dcbb5b83b1f16a1ab6d,d1c0cb5d805de296080a7580684ea17cc81d568a4945792c487c6a343835506d
801afbb15fd8434b8c16f8112a4e11d3,55ceb973e4cfd3ae02d42f2c535d66a83d831dcebaea52369b5118e468cf3267
0c6f220e1caf438783d43c2f0bad59c2,a43031324b93d78d47a283a167c47666a1a0731934773a4041218ea6ea5742fe
0b3052250ca24b8ba56c2dae03c8ebf6,ceb2502262abb1e8e792d239395033c043634e5483ce7cab2093ddbc23c288c9
58dad062cf5d481ab55b36b91e171f7f,f70c126831fc1d4507acdb571c82c9e0154de89249805647b9aeea10dce250f5
a6c27a2c634e4a4a8eee57d157c0c1d5,e94c5c039e1d9aa4792f464b20a71ffff149f7cdc583ff8cdd3a2c6980bb4042
d2210124698141289212b5056b78cd31,4c5ee9b55283a2209e683cff2f9faee57cb0cefe22d0800c5508c1e2c2f66ee9
902cb72f22194423933ac4aefc36b206,1cc7b0e3db17c1686ac40816fc8489b00e7d676a83980bb2161594c52991fb30
9c807f679829496a9b41c31b32736823,79880b4dd4b0e090a9da11f7a5d694a6c359246cec1ad2532c13d17e45c57edf
4a16c2f7bfd4464793118fd222380d63,089eed1a2d9732e8db58eca08b44cf92bb18e1f9c6f6f478d0945ac16270fa87
4daec7358d97479b86890edb24f1cbbe,aa30943fcdf904860eb8f04f1ef7804af3636ae7f53ad28a236df8028561b4bb
7df05f26f5fd46b0ac0a4dea32a8cd4b,aba49ca10c0733ebc9e02d284c7a12378c33bf40f47d7203317aef0ec3701259
08843cf8781c48dab24790508260ae2a,da01d1b1a108b4691f914f8988e08f88c47e586fa224f52d1ffb6a6dd487b66b
4cdeee709ec04b37a9bf3d82d13a83cf,378240171345cc83cc6cad5e22166defa7c2a5c4e0d49cfdb34e3befbb6b04a4
4e6ebb278f6b451e9228d74fbb9124aa,0db4d734296895f0230cb313e3dcc19454da6a2c80fcc5b09f30477f6fbdcb73
980f9c9048dc460ea0d6cf04e47c4535,4f160cb10d47db24bc61e9a702348a5494b256943f265168975bfdb571ba5127
ee14c7be4290452fa61d69aa862476ad,ce9cb5ffbf92aa48adcfcd1019aa51b36c304cd6b6a7b30c6c378eb169c090ed
bbb9b3245a8743d5a1fdf323ee0f1da5,d448f42f75c55648ef5a0cd6ff974859e114e99614756d4556489958bebcecca
2a169b0905a7472faf6ec768c415c346,9eff42c01706dac7085f4d093c7886f4fee9c07275a35a67f299ba14494fe3b5
80090920816641a9864809f8e837d29e,75963c08f0b30500bd0a6b754b133b5cdaf220002767538149df87406cf48ee2
6ffc7ea7055247d394337820e10ade54,79563004c3cc410be6bd2c82420df6f4d61a0fe41a8602d7edb8664cec9454c4
e4090c9d93a44822980065e8ecbc9251,7559851ff12411acf66ed9d5feed025706b3036efef02b1cd19b3c5812291a56
5b71b92e496543f789c6315c0f338366,40bbf78a366769e3e19bf3d50a8e185f970cb22c3e95a70f892214e9f30e8ab2
d8089d175d8749639b03726bf380efd1,3f3fbf775b4f3f35a79870023bf21746824b4316bb9fb3086f68be40ea8ad2b2
aeb4f0f899584f85b3d55d4bdec93453,57d95fe6e1388ff1636d02df1851e7b87ca481b47b0030aa688d7deb6c9ab2a5
9160ff8af54f4af7a5c19ce58e0c5485,af8d1bc4a97f8d70e4a0ad97564c29818711ffd5105ab6d3fd40069674a0d6c4
d434a14e5eea496e8c217b84751197bc,45ebe59f99845b8652d512dbf6e173bb04bb74997453f98b3e18c41564290b65
d49b6650d86e4ef39f2a6f28846fc734,37d03081bd164a4408a86cb425c63c341fc9b1d7b7e6c0fde002d3b3f9de2296
bd26514fb6554da082a92d0e6ef9ce97,fedcdfaca8c48e2ad3fb51038e0d07e9518d182932ddb437fbdbecd0b885626c
18b4f2497adf44f6b3c08b379965b375,f4cc46272671f1e63e53e67175ad484c8e39dcd20c071703417b3ff03fd6cadd
4eccfb330081416ca1a2dca27b635288,a9db7f32617d9247a65e4e79c349ad101e750d449675465e27d83e8eafca5471
c78674e225b04436a380cbb2c5362a3f,56ddb52202e72ad9f36ab14771d099907e6c07e02be5d1c0157665bfba343502
058ee38cf39245329ea6c852d05d2a71,427b6ea4be59b99c7b8ec74aab0086a4258b13600a55accf135da447efd54bd0
e54cb5e9c96044c7bb5cd0724aaa468a,00cc1c010cf56ce68775b8f4d13ab66a5b4408c6bd68e84f085f9ec00f00cf40
33ea6eb5fe184b2cb8761babcf1bbdf6,a2616f7daec72ad4fbe9307d4915560f9402dbd8facc9656f25a50344745386a
0745174b8d6e4dbb95b5713b63f0890d,baada3deaedf73fbe1e2ea351fa67010b56b2d0f2e501107359491a9861222fd
3609b098b3f24e499c9a4badc4387be2,e94d72fc702c5848b4ad50403043cd885224ea6f5e4e2d64eddbe139c93d355e
20b33ff2f415415581b7f46ab8bf78eb,5e37b130e6416039f36d3aa3d6be9c2c1cccd1c86e5dc65d4c8ef60033202301
27a10a5721dd461ba9e397f5852a18b9,13776411f7f30f939df0beeca75e39c9bfa78ae85c95959a6c88f67933930866
b8d72ee0184746bc880725d26f74b020,049729aaf46ac0786bde2e9d16b4ca4d2f8dc7f23e1197d25b5765892c707b48
0fe187f7b7c747a9989f29daac44bd47,132c7394389b989437eb7efd4c47cc0dbef015063f580d84cf5b1f2f5a5f3424
330bd47ce8494acb8f7e78ddca7abed2,5eea077bf0418faa92cc5a4561a917394bf100bd56b2ba2a2ebd5700c06ee300
e7be1c8a24c64717b50b6d4f7e57ddfe,a2ecaaed0b5a36bbacfe2441f6e9400c2c2d57744595b6854f83dfa6f0d68716
2eb735f8f3644e8db397e86092cb4634,826fd286d83573dbdec61cd27f1eb9536b416d7ef9257d5485e2523eb5053031
37d6f1ce7c7c494eb84807c66beb3753,f4f796a638dc7f448f557dc5e4a97f9864a48a20bfd7258958fe5056f90d4911
cf29f278523a45a586d09e4e0bcac7ba,82e5f81e18604b5ac7efde7694ee28642e27501f29c6918dee0dbc9c362a2401
aa1cd796a9b24186914eb31c7b17cfba,86407320159ba4928cb398800816d195e8a51973ead10f84d1898d6676b943ef
917b1529de61400697f3d718f585e683,349b74b0eddfdeb203c4a519cb0a97d0f20482825e2330e4c6e68c53cb9ec086
4373da8423904d9d88b048b1702a5da2,8e67224bf1cad1da632c408d8041e1c9a314af5bd179d7110b60e88896d400ad
6b3c49cceb00404abbfce2df24d52812,c65786abd88abb435f81d74668aaa74ef0f03892e3ea295921b1a5cb98b67e6f
8ecb48929ba74fecab87d187f52837d5,0cb54109de2be2ec191ccb4f397aa001017aa5da2364201b005678748f39e60f
8cf48c78024344d298f557e2e4dfbeef,eff042e9933f99c41e32275cca3e1bce2e33175c24c54616d6b81f0a6598dcaf
720af1cd2b3043498001265b0b148606,b28767b948f86ff29d57287926704fc5c10a7a3aaa7031aa3b3c22022e6c50d7
e7479971676b4b59b16e11c07f1397ba,20b0d56116b9c4d553546551af4e150399f65a06219ef043dafd8e558b1f67f0
a7b31ac1fdf64f62be9fb6696e0f902a,1c5beeb6f0ca8478c16ef9c83cf545d97c35796769a322248e75ec14e63340ef
